 0	 8	 0.487
 1	 8	 0.486
 2	 8	 0.486
 3	 8	 0.486
 4	 7	 0.485
 5	 7	 0.485
 6	 7	 0.485
 7	 7	 0.485
 8	 6	 0.484
 9	 6	 0.484
 10	 5	 0.483
 11	 5	 0.483
 12	 5	 0.483
 13	 5	 0.482
 14	 5	 0.482
 15	 5	 0.482
 16	 5	 0.481
 17	 5	 0.481
 18	 5	 0.481
 19	 5	 0.480
 20	 5	 0.480
 21	 5	 0.479
 22	 5	 0.479
 23	 5	 0.479
 24	 5	 0.478
 25	 5	 0.478
 26	 5	 0.478
 27	 5	 0.477
 28	 5	 0.477
 29	 5	 0.477
 30	 5	 0.476
 31	 5	 0.476
 32	 5	 0.476
 33	 5	 0.475
 34	 5	 0.475
 35	 5	 0.475
 36	 5	 0.474
 37	 4	 0.474
 38	 4	 0.474
 39	 4	 0.473
 40	 4	 0.473
 41	 4	 0.473
 42	 4	 0.472
 43	 4	 0.472
 44	 4	 0.472
 45	 4	 0.471
 46	 4	 0.471
 47	 4	 0.471
 48	 4	 0.470
 49	 4	 0.470
 50	 4	 0.470
 51	 4	 0.469
 52	 4	 0.469
 53	 4	 0.469
 54	 4	 0.469
 55	 4	 0.468
 56	 4	 0.468
 57	 4	 0.468
 58	 4	 0.467
 59	 4	 0.467
 60	 4	 0.467
 61	 4	 0.466
 62	 4	 0.466
 63	 4	 0.466
 64	 4	 0.466
 65	 4	 0.465
 66	 4	 0.465
 67	 4	 0.465
 68	 4	 0.465
 69	 4	 0.465
 70	 4	 0.464
 71	 4	 0.464
 72	 4	 0.464
 73	 4	 0.463
 74	 4	 0.463
 75	 4	 0.463
 76	 4	 0.462
 77	 4	 0.462
 78	 4	 0.461
 79	 4	 0.461
 80	 4	 0.461
 81	 4	 0.460
 82	 4	 0.460
 83	 4	 0.460
 84	 4	 0.460
 85	 4	 0.459
 86	 4	 0.459
 87	 4	 0.459
 88	 4	 0.459
 89	 4	 0.458
 90	 4	 0.458
 91	 4	 0.458
 92	 4	 0.458
 93	 4	 0.457
 94	 4	 0.457
 95	 4	 0.457
 96	 4	 0.456
 97	 4	 0.456
 98	 4	 0.456
 99	 4	 0.456
 100	 4	 0.455
 101	 4	 0.455
 102	 4	 0.455
 103	 4	 0.454
 104	 4	 0.454
 105	 4	 0.454
 106	 4	 0.453
 107	 4	 0.453
 108	 4	 0.453
 109	 4	 0.452
 110	 4	 0.452
 111	 4	 0.452
 112	 4	 0.451
 113	 4	 0.451
 114	 4	 0.451
 115	 4	 0.450
 116	 4	 0.450
 117	 4	 0.450
 118	 4	 0.449
 119	 4	 0.449
 120	 4	 0.449
 121	 4	 0.448
 122	 4	 0.448
 123	 4	 0.448
 124	 4	 0.448
 125	 4	 0.447
