 0	 5	 0.468
 1	 5	 0.466
 2	 5	 0.466
 3	 5	 0.465
 4	 5	 0.463
 5	 5	 0.460
 6	 5	 0.459
 7	 5	 0.457
 8	 4	 0.455
 9	 4	 0.453
 10	 4	 0.450
 11	 4	 0.449
 12	 4	 0.447
 13	 4	 0.446
 14	 4	 0.444
 15	 4	 0.443
 16	 4	 0.441
 17	 4	 0.440
 18	 4	 0.437
 19	 4	 0.436
 20	 4	 0.434
 21	 4	 0.432
 22	 4	 0.430
 23	 4	 0.428
 24	 4	 0.426
 25	 4	 0.425
 26	 4	 0.424
 27	 4	 0.423
 28	 4	 0.422
 29	 4	 0.420
 30	 4	 0.419
 31	 4	 0.417
 32	 4	 0.416
 33	 4	 0.414
 34	 4	 0.412
 35	 4	 0.410
 36	 4	 0.409
 37	 4	 0.407
 38	 4	 0.406
 39	 4	 0.404
 40	 4	 0.402
 41	 4	 0.401
 42	 4	 0.400
 43	 4	 0.398
 44	 4	 0.397
 45	 4	 0.396
 46	 4	 0.394
 47	 4	 0.393
 48	 4	 0.393
 49	 4	 0.392
 50	 4	 0.390
 51	 4	 0.388
 52	 4	 0.386
 53	 3	 0.385
 54	 3	 0.383
 55	 3	 0.381
 56	 3	 0.380
 57	 3	 0.378
 58	 3	 0.378
 59	 3	 0.376
 60	 3	 0.375
 61	 3	 0.373
 62	 3	 0.372
 63	 3	 0.372
 64	 3	 0.371
 65	 3	 0.370
 66	 3	 0.368
 67	 3	 0.367
 68	 3	 0.365
 69	 3	 0.364
 70	 3	 0.364
 71	 3	 0.362
 72	 3	 0.361
 73	 3	 0.360
 74	 3	 0.358
 75	 3	 0.357
 76	 3	 0.356
 77	 3	 0.355
 78	 3	 0.354
 79	 3	 0.352
 80	 3	 0.352
 81	 3	 0.350
 82	 3	 0.349
 83	 3	 0.347
 84	 3	 0.346
 85	 3	 0.344
 86	 3	 0.342
 87	 3	 0.341
 88	 3	 0.339
 89	 3	 0.338
 90	 3	 0.337
 91	 3	 0.337
 92	 3	 0.336
 93	 3	 0.334
 94	 3	 0.333
 95	 3	 0.332
 96	 3	 0.331
 97	 3	 0.329
 98	 3	 0.328
 99	 3	 0.326
 100	 3	 0.325
 101	 3	 0.324
 102	 3	 0.323
 103	 3	 0.321
 104	 3	 0.320
 105	 3	 0.319
 106	 3	 0.318
 107	 3	 0.317
 108	 3	 0.316
 109	 3	 0.315
 110	 3	 0.314
 111	 3	 0.313
 112	 3	 0.311
 113	 3	 0.312
 114	 3	 0.313
 115	 3	 0.312
 116	 3	 0.310
 117	 3	 0.309
 118	 3	 0.308
 119	 3	 0.308
 120	 3	 0.307
 121	 3	 0.306
 122	 3	 0.305
 123	 3	 0.304
 124	 3	 0.302
 125	 3	 0.300
 126	 3	 0.299
 127	 3	 0.299
 128	 3	 0.298
 129	 3	 0.297
 130	 3	 0.296
 131	 3	 0.295
 132	 3	 0.293
 133	 3	 0.292
 134	 3	 0.290
 135	 3	 0.289
 136	 3	 0.289
 137	 3	 0.288
 138	 3	 0.287
 139	 3	 0.285
 140	 3	 0.284
 141	 3	 0.283
 142	 3	 0.281
 143	 3	 0.280
 144	 3	 0.279
 145	 3	 0.277
 146	 3	 0.276
 147	 3	 0.275
 148	 3	 0.273
 149	 3	 0.273
 150	 3	 0.272
 151	 3	 0.271
 152	 3	 0.270
 153	 3	 0.270
 154	 3	 0.268
 155	 3	 0.268
 156	 3	 0.266
 157	 3	 0.266
 158	 3	 0.265
 159	 3	 0.264
 160	 3	 0.263
 161	 3	 0.262
 162	 3	 0.260
 163	 3	 0.260
 164	 3	 0.260
 165	 3	 0.259
 166	 3	 0.259
 167	 3	 0.258
 168	 3	 0.257
 169	 3	 0.257
 170	 3	 0.258
 171	 3	 0.257
 172	 3	 0.256
 173	 3	 0.255
 174	 3	 0.254
 175	 3	 0.253
 176	 3	 0.252
